gene_stable_id	transcript_stable_id	protein_stable_id	xref	xref_pos	db_name	transcript_stable_version	xref_version
ENSG00000169118	ENST00000606225	ENSP00000475325	Q9HCP0-2	44-315	Uniprot/SWISSPROT	ENST00000606225.1	Q9HCP0.188
ENSG00000169118	ENST00000606793	ENSP00000475686	U3KQA5	44-315	Uniprot/SPTREMBL	ENST00000606793.3	U3KQA5.61
ENSG00000169118	ENST00000607537	ENSP00000475724	U3KQB3	44-315	Uniprot/SPTREMBL	ENST00000607537.6	U3KQB3.56
ENSG00000169118	ENST00000634654	ENSP00000489233	A0A0U1RQY7	44-315	Uniprot/SPTREMBL	ENST00000634654.1	A0A0U1RQY7.36
ENSG00000169118	ENST00000634811	ENSP00000489116	A0A0U1RQY7	44-315	Uniprot/SPTREMBL	ENST00000634811.1	A0A0U1RQY7.36
ENSG00000169118	ENST00000635142	ENSP00000489165	A0A0U1RQT7	44-315	Uniprot/SPTREMBL	ENST00000635142.1	A0A0U1RQT7.30
ENSG00000169118	ENST00000635270	ENSP00000489277	A0A0U1RR14	44-183	Uniprot/SPTREMBL	ENST00000635270.1	A0A0U1RR14.30
ENSG00000169118	ENST00000635514	ENSP00000489046	A0A0U1RQK2	44-138	Uniprot/SPTREMBL	ENST00000635514.1	A0A0U1RQK2.27
ENSG00000169302	ENST00000397936	ENSP00000381030	Q8WU08-1	23-281	Uniprot/SWISSPROT	ENST00000397936.8	Q8WU08.165
ENSG00000169302	ENST00000398523	ENSP00000381535	B7Z9H7	23-281	Uniprot/SPTREMBL	ENST00000398523.3	B7Z9H7.110
ENSG00000169302	ENST00000648628	ENSP00000497167	A0A3B3IS85	21-279	Uniprot/SPTREMBL	ENST00000648628.1	A0A3B3IS85.12
ENSG00000169398	ENST00000340930	ENSP00000341189	Q05397-5	422-680	Uniprot/SWISSPROT	ENST00000340930.7	Q05397.249
ENSG00000169398	ENST00000395218	ENSP00000378644	Q05397-7	422-680	Uniprot/SWISSPROT	ENST00000395218.3	Q05397.249
ENSG00000169398	ENST00000517887	ENSP00000429082	E7ESA6	466-724	Uniprot/SPTREMBL	ENST00000517887.5	E7ESA6.109
ENSG00000169398	ENST00000519024	ENSP00000428232	E5RJI4	57-168	Uniprot/SPTREMBL	ENST00000519024.5	E5RJI4.66
ENSG00000169398	ENST00000519419	ENSP00000429129	E7ESA6	466-724	Uniprot/SPTREMBL	ENST00000519419.5	E7ESA6.109
ENSG00000169398	ENST00000519465	ENSP00000429170	E9PEI4	50-308	Uniprot/SPTREMBL	ENST00000519465.5	E9PEI4.84
ENSG00000169398	ENST00000519654	ENSP00000429929	H0YBP1	433-691	Uniprot/SPTREMBL	ENST00000519654.5	H0YBP1.79
ENSG00000169398	ENST00000521059	ENSP00000429474	Q05397-1	422-680	Uniprot/SWISSPROT	ENST00000521059.5	Q05397.249
ENSG00000169398	ENST00000521986	ENSP00000430603	H0YBZ1	120-378	Uniprot/SPTREMBL	ENST00000521986.5	H0YBZ1.75
ENSG00000169398	ENST00000522684	ENSP00000429911	Q05397-1	422-680	Uniprot/SWISSPROT	ENST00000522684.5	Q05397.249
ENSG00000169398	ENST00000523539	ENSP00000428492	H0YB16	94-352	Uniprot/SPTREMBL	ENST00000523539.5	H0YB16.78
ENSG00000169418	ENST00000368680	ENSP00000357669	P16066	528-805	Uniprot/SWISSPROT	ENST00000368680.4	P16066.219
ENSG00000169679	ENST00000302759	ENSP00000302530	O43683-1	787-1085	Uniprot/SWISSPROT	ENST00000302759.11	O43683.204
ENSG00000169679	ENST00000535254	ENSP00000441013	O43683-3	787-1085	Uniprot/SWISSPROT	ENST00000535254.6	O43683.204
ENSG00000169967	ENST00000344908	ENSP00000343463	Q9Y2U5	357-617	Uniprot/SWISSPROT	ENST00000344908.9	Q9Y2U5.214
ENSG00000169967	ENST00000409947	ENSP00000387246	Q9Y2U5	357-617	Uniprot/SWISSPROT	ENST00000409947.5	Q9Y2U5.214
ENSG00000169967	ENST00000682094	ENSP00000507315	Q9Y2U5	357-617	Uniprot/SWISSPROT	ENST00000682094.1	Q9Y2U5.214
ENSG00000170145	ENST00000304987	ENSP00000305976	Q9H0K1	20-271	Uniprot/SWISSPROT	ENST00000304987.4	Q9H0K1.183
ENSG00000170209	ENST00000303941	ENSP00000306678	Q8NFD2	22-289	Uniprot/SWISSPROT	ENST00000303941.4	Q8NFD2.151
ENSG00000170209	ENST00000542948	ENSP00000445810	H0YH32	1-54	Uniprot/SPTREMBL	ENST00000542948.1	H0YH32.47
ENSG00000170312	ENST00000316629	ENSP00000325970	P06493	4-287	Uniprot/SPTREMBL	ENST00000316629.8	P06493.262
ENSG00000170312	ENST00000373809	ENSP00000362915	P06493	4-287	Uniprot/SPTREMBL	ENST00000373809.2	P06493.262
ENSG00000170312	ENST00000395284	ENSP00000378699	P06493-1	4-287	Uniprot/SWISSPROT	ENST00000395284.8	P06493.262
ENSG00000170312	ENST00000448257	ENSP00000397973	A0A024QZP7	4-287	Uniprot/SPTREMBL	ENST00000448257.6	A0A024QZP7.65
ENSG00000170312	ENST00000519078	ENSP00000430665	E5RIU6	4-189	Uniprot/SPTREMBL	ENST00000519078.6	E5RIU6.86
ENSG00000170390	ENST00000296550	ENSP00000296550	Q8N568-1	394-651	Uniprot/SWISSPROT	ENST00000296550.12	Q8N568.167
ENSG00000170390	ENST00000302176	ENSP00000303887	Q8N568-3	394-651	Uniprot/SWISSPROT	ENST00000302176.8	Q8N568.167
ENSG00000170390	ENST00000411937	ENSP00000401916	G5E9L9	393-650	Uniprot/SPTREMBL	ENST00000411937.6	G5E9L9.86
ENSG00000170390	ENST00000506325	ENSP00000427235	Q8N568-2	394-651	Uniprot/SWISSPROT	ENST00000506325.5	Q8N568.167
ENSG00000170390	ENST00000635524	ENSP00000489372	A0A0U1RR70	410-667	Uniprot/SPTREMBL	ENST00000635524.1	A0A0U1RR70.31
ENSG00000171094	ENST00000389048	ENSP00000373700	Q9UM73	1116-1392	Uniprot/SWISSPROT	ENST00000389048.8	Q9UM73.216
ENSG00000171094	ENST00000618119	ENSP00000482733	A0A087WZL3	739-1015	Uniprot/SPTREMBL	ENST00000618119.4	A0A087WZL3.51
ENSG00000171094	ENST00000642122	ENSP00000493203	A0A0K2YUJ3	48-324	Uniprot/SPTREMBL	ENST00000642122.1	A0A0K2YUJ3.41
ENSG00000171105	ENST00000302850	ENSP00000303830	P06213-1	1023-1298	Uniprot/SWISSPROT	ENST00000302850.10	P06213.277
ENSG00000171105	ENST00000341500	ENSP00000342838	P06213-2	1023-1298	Uniprot/SWISSPROT	ENST00000341500.9	P06213.277
ENSG00000171132	ENST00000306156	ENSP00000306124	Q02156	408-668	Uniprot/SWISSPROT	ENST00000306156.8	Q02156.214
ENSG00000171132	ENST00000394874	ENSP00000378341	E9PBI2	131-219	Uniprot/SPTREMBL	ENST00000394874.1	E9PBI2.62
ENSG00000171219	ENST00000342711	ENSP00000345133	Q6DT37	71-337	Uniprot/SWISSPROT	ENST00000342711.6	Q6DT37.163
ENSG00000171435	ENST00000339824	ENSP00000339952	Q6VAB6-1	666-931	Uniprot/SWISSPROT	ENST00000339824.7	Q6VAB6.151
ENSG00000171435	ENST00000425217	ENSP00000389715	E9PB13	637-902	Uniprot/SPTREMBL	ENST00000425217.5	E9PB13.77
ENSG00000172071	ENST00000303236	ENSP00000307235	Q9NZJ5	593-1077	Uniprot/SWISSPROT	ENST00000303236.9	Q9NZJ5.206
ENSG00000172071	ENST00000682103	ENSP00000508290	A0A804HLC2	1-177	Uniprot/SPTREMBL	ENST00000682103.1	A0A804HLC2.4
ENSG00000172071	ENST00000682603	ENSP00000508149	A0A804HL08	1-139	Uniprot/SPTREMBL	ENST00000682603.1	A0A804HL08.4
ENSG00000172071	ENST00000682844	ENSP00000507663	A0A804HJV6	1-79	Uniprot/SPTREMBL	ENST00000682844.1	A0A804HJV6.4
ENSG00000172071	ENST00000682892	ENSP00000507214	A0A804HIT4	442-926	Uniprot/SPTREMBL	ENST00000682892.1	A0A804HIT4.4
ENSG00000172071	ENST00000684642	ENSP00000507355	A0A804HJ50	392-820	Uniprot/SPTREMBL	ENST00000684642.1	A0A804HJ50.4
ENSG00000172315	ENST00000372114	ENSP00000361186	Q96S44	33-253	Uniprot/SWISSPROT	ENST00000372114.4	Q96S44.185
ENSG00000172680	ENST00000311923	ENSP00000310722	P00540	60-341	Uniprot/SWISSPROT	ENST00000311923.1	P00540.196
ENSG00000172939	ENST00000311806	ENSP00000311713	O95747	17-291	Uniprot/SWISSPROT	ENST00000311806.8	O95747.196
ENSG00000172939	ENST00000426620	ENSP00000398356	F8WBK9	17-113	Uniprot/SPTREMBL	ENST00000426620.5	F8WBK9.81
ENSG00000172939	ENST00000446845	ENSP00000415851	C9JIG9	17-291	Uniprot/SPTREMBL	ENST00000446845.5	C9JIG9.98
ENSG00000173020	ENST00000308595	ENSP00000312262	P25098	191-453	Uniprot/SWISSPROT	ENST00000308595.10	P25098.227
ENSG00000173020	ENST00000526285	ENSP00000434126	E9PRV7	191-408	Uniprot/SPTREMBL	ENST00000526285.1	E9PRV7.74
ENSG00000173137	ENST00000308860	ENSP00000310547	Q3MIX3	179-419	Uniprot/SWISSPROT	ENST00000308860.11	Q3MIX3.133
ENSG00000173327	ENST00000309100	ENSP00000309597	Q16584-1	117-379	Uniprot/SWISSPROT	ENST00000309100.8	Q16584.200
ENSG00000173327	ENST00000524848	ENSP00000431506	H0YCF5	1-127	Uniprot/SPTREMBL	ENST00000524848.5	H0YCF5.60
ENSG00000173327	ENST00000526293	ENSP00000435970	E9PRQ2	1-111	Uniprot/SPTREMBL	ENST00000526293.1	E9PRQ2.68
ENSG00000173327	ENST00000529839	ENSP00000435237	E9PLB1	1-96	Uniprot/SPTREMBL	ENST00000529839.1	E9PLB1.75
ENSG00000173334	ENST00000311922	ENSP00000312150	Q96RU8-1	1-338	Uniprot/SWISSPROT	ENST00000311922.4	Q96RU8.166
ENSG00000173334	ENST00000519576	ENSP00000428879	E5RFH4	1-107	Uniprot/SPTREMBL	ENST00000519576.1	E5RFH4.76
ENSG00000173517	ENST00000312493	ENSP00000309230	Q9H792	1313-1675	Uniprot/SWISSPROT	ENST00000312493.5	Q9H792.167
ENSG00000173517	ENST00000560626	ENSP00000452796	Q9H792	1313-1675	Uniprot/SWISSPROT	ENST00000560626.6	Q9H792.167
ENSG00000173517	ENST00000682557	ENSP00000507603	Q9H792	1313-1675	Uniprot/SWISSPROT	ENST00000682557.1	Q9H792.167
ENSG00000173846	ENST00000372201	ENSP00000361275	Q9H4B4	62-314	Uniprot/SWISSPROT	ENST00000372201.5	Q9H4B4.190
ENSG00000174292	ENST00000570896	ENSP00000458834	Q13470-2	116-377	Uniprot/SWISSPROT	ENST00000570896.5	Q13470.178
ENSG00000174292	ENST00000576812	ENSP00000459799	Q13470-1	116-377	Uniprot/SWISSPROT	ENST00000576812.5	Q13470.178
ENSG00000174292	ENST00000688331	ENSP00000509611	Q13470-2	116-377	Uniprot/SWISSPROT	ENST00000688331.1	Q13470.178
ENSG00000174672	ENST00000308219	ENSP00000310697	Q8IWQ3-3	19-270	Uniprot/SWISSPROT	ENST00000308219.13	Q8IWQ3.187
ENSG00000174672	ENST00000524702	ENSP00000432672	E9PPI2	1-130	Uniprot/SPTREMBL	ENST00000524702.5	E9PPI2.73
ENSG00000174672	ENST00000526678	ENSP00000433370	Q8IWQ3-4	19-270	Uniprot/SWISSPROT	ENST00000526678.5	Q8IWQ3.187
ENSG00000174672	ENST00000528596	ENSP00000434075	E9PRY3	1-86	Uniprot/SPTREMBL	ENST00000528596.5	E9PRY3.75
ENSG00000174672	ENST00000528841	ENSP00000432000	Q8IWQ3-1	19-270	Uniprot/SWISSPROT	ENST00000528841.6	Q8IWQ3.187
ENSG00000174672	ENST00000529433	ENSP00000433684	Q8IWQ3-2	19-270	Uniprot/SWISSPROT	ENST00000529433.5	Q8IWQ3.187
ENSG00000174672	ENST00000529951	ENSP00000432252	H0YCS6	1-170	Uniprot/SPTREMBL	ENST00000529951.5	H0YCS6.59
ENSG00000174672	ENST00000531197	ENSP00000431152	Q8IWQ3-2	19-270	Uniprot/SWISSPROT	ENST00000531197.5	Q8IWQ3.187
ENSG00000175087	ENST00000374269	ENSP00000363387	Q8N165	8-334	Uniprot/SWISSPROT	ENST00000374269.2	Q8N165.163
ENSG00000175087	ENST00000374271	ENSP00000363389	Q8N165	8-334	Uniprot/SWISSPROT	ENST00000374271.8	Q8N165.163
ENSG00000175087	ENST00000444713	ENSP00000406510	X6RHF8	8-191	Uniprot/SPTREMBL	ENST00000444713.5	X6RHF8.49
ENSG00000175087	ENST00000619836	ENSP00000480635	Q8N165	8-334	Uniprot/SWISSPROT	ENST00000619836.4	Q8N165.163
ENSG00000175634	ENST00000312629	ENSP00000308413	Q9UBS0-1	67-328	Uniprot/SWISSPROT	ENST00000312629.10	Q9UBS0.208
ENSG00000175634	ENST00000524934	ENSP00000436811	E9PQF6	90-138	Uniprot/SPTREMBL	ENST00000524934.5	E9PQF6.69
ENSG00000175634	ENST00000525996	ENSP00000473485	R4GN47	1-107	Uniprot/SPTREMBL	ENST00000525996.7	R4GN47.51
ENSG00000175634	ENST00000556575	ENSP00000450621	G3V2F1	67-153	Uniprot/SPTREMBL	ENST00000556575.5	G3V2F1.65
ENSG00000176105	ENST00000314574	ENSP00000324740	P07947	277-530	Uniprot/SWISSPROT	ENST00000314574.5	P07947.241
ENSG00000176105	ENST00000577961	ENSP00000464380	J3QRU1	282-535	Uniprot/SPTREMBL	ENST00000577961.5	J3QRU1.78
ENSG00000176105	ENST00000584307	ENSP00000462468	P07947	277-530	Uniprot/SWISSPROT	ENST00000584307.5	P07947.241
ENSG00000176444	ENST00000355560	ENSP00000347759	B1AVT0	161-477	Uniprot/SPTREMBL	ENST00000355560.4	B1AVT0.113
ENSG00000176444	ENST00000361168	ENSP00000354856	P49760-3	163-479	Uniprot/SWISSPROT	ENST00000361168.9	P49760.211
ENSG00000176444	ENST00000368361	ENSP00000357345	P49760-1	163-479	Uniprot/SWISSPROT	ENST00000368361.9	P49760.211
ENSG00000176601	ENST00000358371	ENSP00000351140	Q56UN5-3	1061-1324	Uniprot/SWISSPROT	ENST00000358371.9	Q56UN5.145
ENSG00000176601	ENST00000375844	ENSP00000365004	Q56UN5-5	1061-1324	Uniprot/SWISSPROT	ENST00000375844.7	Q56UN5.145
ENSG00000176601	ENST00000375845	ENSP00000365005	Q56UN5-1	1061-1324	Uniprot/SWISSPROT	ENST00000375845.8	Q56UN5.145
ENSG00000176601	ENST00000392915	ENSP00000376647	Q56UN5-1	1061-1324	Uniprot/SWISSPROT	ENST00000392915.7	Q56UN5.145
ENSG00000176601	ENST00000437365	ENSP00000392827	H7C041	451-697	Uniprot/SPTREMBL	ENST00000437365.2	H7C041.59
ENSG00000177169	ENST00000321867	ENSP00000324560	O75385	16-278	Uniprot/SWISSPROT	ENST00000321867.6	O75385.207
ENSG00000177189	ENST00000379565	ENSP00000368884	P51812	68-327|422-679	Uniprot/SWISSPROT	ENST00000379565.9	P51812.218
ENSG00000177189	ENST00000438357	ENSP00000388512	B1AXG2	40-65	Uniprot/SPTREMBL	ENST00000438357.2	B1AXG2.103
ENSG00000177189	ENST00000457145	ENSP00000407655	B1AXG1	39-298|393-650	Uniprot/SPTREMBL	ENST00000457145.6	B1AXG1.104
ENSG00000177189	ENST00000479809	ENSP00000494866	A0A2R8Y603	11-235	Uniprot/SPTREMBL	ENST00000479809.1	A0A2R8Y603.20
ENSG00000177189	ENST00000642835	ENSP00000494769	B7ZB17	40-299|394-651	Uniprot/SPTREMBL	ENST00000642835.1	B7ZB17.105
ENSG00000177189	ENST00000643073	ENSP00000495839	A0A2R8YGB7	30-81	Uniprot/SPTREMBL	ENST00000643073.1	A0A2R8YGB7.14
ENSG00000177189	ENST00000643085	ENSP00000496271	B7ZB17	40-299|394-651	Uniprot/SPTREMBL	ENST00000643085.1	B7ZB17.105
ENSG00000177189	ENST00000643337	ENSP00000493487	B7ZB17	40-299|394-651	Uniprot/SPTREMBL	ENST00000643337.1	B7ZB17.105
ENSG00000177189	ENST00000643402	ENSP00000493862	B7ZB17	40-299|394-651	Uniprot/SPTREMBL	ENST00000643402.1	B7ZB17.105
ENSG00000177189	ENST00000644368	ENSP00000495776	B7ZB17	40-299|394-651	Uniprot/SPTREMBL	ENST00000644368.1	B7ZB17.105
ENSG00000177189	ENST00000644893	ENSP00000495974	B4DG22	40-299|393-650	Uniprot/SPTREMBL	ENST00000644893.1	B4DG22.107
ENSG00000177189	ENST00000645268	ENSP00000496226	A0A2R8Y7S9	1-144	Uniprot/SPTREMBL	ENST00000645268.1	A0A2R8Y7S9.14
ENSG00000177189	ENST00000645270	ENSP00000494967	B7ZB17	40-299|394-651	Uniprot/SPTREMBL	ENST00000645270.1	B7ZB17.105
ENSG00000177189	ENST00000646610	ENSP00000495462	B7ZB17	40-299|394-651	Uniprot/SPTREMBL	ENST00000646610.1	B7ZB17.105
ENSG00000177189	ENST00000647265	ENSP00000494220	B7ZB17	40-299|394-651	Uniprot/SPTREMBL	ENST00000647265.1	B7ZB17.105
ENSG00000177453	ENST00000326035	ENSP00000313572	Q8IY84	74-325	Uniprot/SWISSPROT	ENST00000326035.6	Q8IY84.152
ENSG00000177453	ENST00000512796	ENSP00000420849	Q8IY84	74-325	Uniprot/SWISSPROT	ENST00000512796.1	Q8IY84.152
ENSG00000177602	ENST00000325418	ENSP00000325290	Q8TF76-1	484-798	Uniprot/SWISSPROT	ENST00000325418.5	Q8TF76.182
ENSG00000178093	ENST00000585580	ENSP00000466477	Q9BXA6	12-267	Uniprot/SWISSPROT	ENST00000585580.4	Q9BXA6.168
ENSG00000178093	ENST00000587522	ENSP00000466056	Q9BXA6	12-267	Uniprot/SWISSPROT	ENST00000587522.3	Q9BXA6.168
ENSG00000178093	ENST00000602623	ENSP00000473413	R4GMZ2	1-103	Uniprot/SPTREMBL	ENST00000602623.1	R4GMZ2.42
ENSG00000178568	ENST00000342788	ENSP00000342235	Q15303-1	718-985	Uniprot/SWISSPROT	ENST00000342788.9	Q15303.234
ENSG00000178568	ENST00000402597	ENSP00000385565	A0A0A0MSE1	692-959	Uniprot/SPTREMBL	ENST00000402597.6	A0A0A0MSE1.57
ENSG00000178568	ENST00000436443	ENSP00000403204	Q15303-3	718-985	Uniprot/SWISSPROT	ENST00000436443.5	Q15303.234
ENSG00000178607	ENST00000433197	ENSP00000401445	O75460-1	571-832	Uniprot/SWISSPROT	ENST00000433197.4	O75460.209
ENSG00000178607	ENST00000680433	ENSP00000506094	A0A7P0TAB0	571-832	Uniprot/SPTREMBL	ENST00000680433.1	A0A7P0TAB0.5
ENSG00000178950	ENST00000314167	ENSP00000314499	O14976-1	40-314	Uniprot/SWISSPROT	ENST00000314167.9	O14976.203
ENSG00000178950	ENST00000502656	ENSP00000424701	D6RAW3	1-138	Uniprot/SPTREMBL	ENST00000502656.5	D6RAW3.67
ENSG00000178950	ENST00000511229	ENSP00000422391	D6RC24	1-70	Uniprot/SPTREMBL	ENST00000511229.5	D6RC24.69
ENSG00000178999	ENST00000316199	ENSP00000313950	Q96GD4-5	77-327	Uniprot/SWISSPROT	ENST00000316199.10	Q96GD4.225
ENSG00000178999	ENST00000534871	ENSP00000443869	Q96GD4-4	77-327	Uniprot/SWISSPROT	ENST00000534871.5	Q96GD4.225
ENSG00000178999	ENST00000577833	ENSP00000463636	J3QLN8	37-230	Uniprot/SPTREMBL	ENST00000577833.5	J3QLN8.77
ENSG00000178999	ENST00000581511	ENSP00000462930	J3KTD6	77-228	Uniprot/SPTREMBL	ENST00000581511.5	J3KTD6.79
ENSG00000178999	ENST00000582368	ENSP00000464031	J3QR41	36-172	Uniprot/SPTREMBL	ENST00000582368.5	J3QR41.75
ENSG00000178999	ENST00000583915	ENSP00000462027	J3KRJ2	36-69	Uniprot/SPTREMBL	ENST00000583915.1	J3KRJ2.75
ENSG00000178999	ENST00000584972	ENSP00000462858	J3KT86	9-242	Uniprot/SPTREMBL	ENST00000584972.5	J3KT86.59
ENSG00000178999	ENST00000585124	ENSP00000463999	Q96GD4-1	77-327	Uniprot/SWISSPROT	ENST00000585124.6	Q96GD4.225
ENSG00000179335	ENST00000345005	ENSP00000344112	P49761-1	304-620	Uniprot/SWISSPROT	ENST00000345005.8	P49761.216
ENSG00000179335	ENST00000395066	ENSP00000378505	P49761-1	304-620	Uniprot/SWISSPROT	ENST00000395066.9	P49761.216
ENSG00000179335	ENST00000563842	ENSP00000456202	H3BRE4	1-190	Uniprot/SPTREMBL	ENST00000563842.5	H3BRE4.54
ENSG00000179335	ENST00000564096	ENSP00000458099	H3BVF8	156-239	Uniprot/SPTREMBL	ENST00000564096.1	H3BVF8.71
ENSG00000179335	ENST00000566126	ENSP00000457696	H3BUL5	156-224	Uniprot/SPTREMBL	ENST00000566126.5	H3BUL5.72
ENSG00000179335	ENST00000566926	ENSP00000454961	H3BNQ5	1-193	Uniprot/SPTREMBL	ENST00000566926.1	H3BNQ5.53
ENSG00000179335	ENST00000568139	ENSP00000455762	H3BQG1	170-286	Uniprot/SPTREMBL	ENST00000568139.6	H3BQG1.70
ENSG00000180138	ENST00000379800	ENSP00000369126	Q8N752	17-285	Uniprot/SWISSPROT	ENST00000379800.4	Q8N752.158
ENSG00000180370	ENST00000327134	ENSP00000314067	Q13177	249-499	Uniprot/SWISSPROT	ENST00000327134.7	Q13177.225
ENSG00000180370	ENST00000426668	ENSP00000402927	H7C1X3	1-221	Uniprot/SPTREMBL	ENST00000426668.1	H7C1X3.67
ENSG00000180815	ENST00000338883	ENSP00000345629	Q6ZN16-1	652-908	Uniprot/SWISSPROT	ENST00000338883.9	Q6ZN16.151
ENSG00000181085	ENST00000338033	ENSP00000337691	Q8TD08-1	13-304	Uniprot/SWISSPROT	ENST00000338033.9	Q8TD08.161
ENSG00000181409	ENST00000326724	ENSP00000324196	Q6ZMQ8-1	125-395	Uniprot/SWISSPROT	ENST00000326724.9	Q6ZMQ8.151
ENSG00000181409	ENST00000374792	ENSP00000363924	Q6ZMQ8-3	125-395	Uniprot/SWISSPROT	ENST00000374792.6	Q6ZMQ8.151
ENSG00000181409	ENST00000417379	ENSP00000398796	H7C175	22-292	Uniprot/SPTREMBL	ENST00000417379.6	H7C175.67
ENSG00000181409	ENST00000572339	ENSP00000497211	A0A3B3ISC2	1-102	Uniprot/SPTREMBL	ENST00000572339.5	A0A3B3ISC2.15
ENSG00000181409	ENST00000650574	ENSP00000497499	A0A3B3ISX0	1-228	Uniprot/SPTREMBL	ENST00000650574.1	A0A3B3ISX0.16
ENSG00000182511	ENST00000328850	ENSP00000331504	P07332-1	561-822	Uniprot/SWISSPROT	ENST00000328850.8	P07332.229
ENSG00000182511	ENST00000394300	ENSP00000377837	P07332-3	561-822	Uniprot/SWISSPROT	ENST00000394300.7	P07332.229
ENSG00000182511	ENST00000394302	ENSP00000377839	E7ENM8	433-681	Uniprot/SPTREMBL	ENST00000394302.5	E7ENM8.81
ENSG00000182511	ENST00000414248	ENSP00000414629	P07332-2	561-822	Uniprot/SWISSPROT	ENST00000414248.6	P07332.229
ENSG00000182511	ENST00000444422	ENSP00000400868	P07332-4	561-822	Uniprot/SWISSPROT	ENST00000444422.2	P07332.229
ENSG00000182541	ENST00000331728	ENSP00000332687	P53671-1	331-608	Uniprot/SWISSPROT	ENST00000331728.9	P53671.212
ENSG00000182541	ENST00000333611	ENSP00000330470	P53671-2	331-608	Uniprot/SWISSPROT	ENST00000333611.8	P53671.212
ENSG00000182541	ENST00000406516	ENSP00000384602	B5MC51	253-525	Uniprot/SPTREMBL	ENST00000406516.5	B5MC51.100
ENSG00000182578	ENST00000286301	ENSP00000286301	P07333-1	582-910	Uniprot/SWISSPROT	ENST00000286301.7	P07333.235
ENSG00000182578	ENST00000504875	ENSP00000422212	E9PEK4	582-671	Uniprot/SPTREMBL	ENST00000504875.5	E9PEK4.78
ENSG00000182578	ENST00000675795	ENSP00000501699	P07333-1	582-910	Uniprot/SWISSPROT	ENST00000675795.1	P07333.235
ENSG00000182580	ENST00000330394	ENSP00000332118	P54753	633-896	Uniprot/SWISSPROT	ENST00000330394.3	P54753.206
ENSG00000182866	ENST00000333070	ENSP00000328213	P06239	245-498	Uniprot/SPTREMBL	ENST00000333070.4	P06239.269
ENSG00000182866	ENST00000336890	ENSP00000337825	P06239-1	245-498	Uniprot/SWISSPROT	ENST00000336890.10	P06239.269
ENSG00000183049	ENST00000378845	ENSP00000368122	Q8IU85-2	23-279	Uniprot/SWISSPROT	ENST00000378845.5	Q8IU85.177
ENSG00000183049	ENST00000619168	ENSP00000478874	Q8IU85-1	23-279	Uniprot/SWISSPROT	ENST00000619168.5	Q8IU85.177
ENSG00000183317	ENST00000373048	ENSP00000362139	Q5JZY3-1	645-900	Uniprot/SWISSPROT	ENST00000373048.9	Q5JZY3.165
ENSG00000183317	ENST00000427468	ENSP00000397746	J3KQG3	645-900	Uniprot/SPTREMBL	ENST00000427468.6	J3KQG3.82
ENSG00000183317	ENST00000534097	ENSP00000431389	H0YCC9	145-392	Uniprot/SPTREMBL	ENST00000534097.5	H0YCC9.58
ENSG00000183421	ENST00000352483	ENSP00000330161	P57078-1	22-286	Uniprot/SWISSPROT	ENST00000352483.3	P57078.187
ENSG00000183735	ENST00000331710	ENSP00000329967	Q9UHD2	9-310	Uniprot/SWISSPROT	ENST00000331710.10	Q9UHD2.198
ENSG00000183735	ENST00000538890	ENSP00000445834	F5H1A3	9-103	Uniprot/SPTREMBL	ENST00000538890.5	F5H1A3.68
ENSG00000183735	ENST00000539810	ENSP00000444428	F5GZI4	1-48	Uniprot/SPTREMBL	ENST00000539810.1	F5GZI4.66
ENSG00000183735	ENST00000540417	ENSP00000445628	F5H206	9-98	Uniprot/SPTREMBL	ENST00000540417.1	F5H206.67
ENSG00000183735	ENST00000650708	ENSP00000498667	A0A494C0R4	1-269	Uniprot/SPTREMBL	ENST00000650708.1	A0A494C0R4.14
ENSG00000183735	ENST00000650762	ENSP00000498758	A0A494C0X2	1-258	Uniprot/SPTREMBL	ENST00000650762.1	A0A494C0X2.17
ENSG00000183735	ENST00000650790	ENSP00000498995	Q9UHD2	9-310	Uniprot/SWISSPROT	ENST00000650790.1	Q9UHD2.198
ENSG00000183735	ENST00000650997	ENSP00000498341	A0A494C045	9-310	Uniprot/SPTREMBL	ENST00000650997.1	A0A494C045.14
ENSG00000183735	ENST00000651014	ENSP00000498885	A0A494C167	1-258	Uniprot/SPTREMBL	ENST00000651014.1	A0A494C167.17
ENSG00000183735	ENST00000651262	ENSP00000498461	A0A494C0A8	9-310	Uniprot/SPTREMBL	ENST00000651262.1	A0A494C0A8.14
ENSG00000183735	ENST00000651878	ENSP00000499077	A0A494C1I2	9-240	Uniprot/SPTREMBL	ENST00000651878.1	A0A494C1I2.12
ENSG00000183735	ENST00000652389	ENSP00000498414	A0A494C079	9-310	Uniprot/SPTREMBL	ENST00000652389.1	A0A494C079.14
ENSG00000183735	ENST00000652537	ENSP00000499102	A0A494C1M6	9-310	Uniprot/SPTREMBL	ENST00000652537.1	A0A494C1M6.16
ENSG00000183735	ENST00000652657	ENSP00000498887	A0A494C148	9-310	Uniprot/SPTREMBL	ENST00000652657.1	A0A494C148.17
ENSG00000183735	ENST00000676809	ENSP00000504298	A0A7I2V4Z2	9-310	Uniprot/SPTREMBL	ENST00000676809.1	A0A7I2V4Z2.5
ENSG00000183735	ENST00000676912	ENSP00000503567	A0A494C167	1-258	Uniprot/SPTREMBL	ENST00000676912.1	A0A494C167.17
ENSG00000183735	ENST00000676930	ENSP00000502899	A0A7I2V2F4	9-310	Uniprot/SPTREMBL	ENST00000676930.1	A0A7I2V2F4.5
